country_name,year,COWcode,v2x_polyarchy,v2x_libdem,v2x_partipdem,e_wb_pop,e_gdp,e_gdppc,v2x_ex_military,government,continent
Ghana,2013,452,0.756,0.643,0.38,27525597,26003.805,9.293,0.156,Republic/Democracy,Africa
Ghana,2014,452,0.747,0.636,0.376,28196358,26911.565,9.434,0.156,Republic/Democracy,Africa
Ghana,2015,452,0.74,0.633,0.37,28870939,27573.88,9.498,0.2,Republic/Democracy,Africa
Ghana,2016,452,0.731,0.618,0.368,29554303,28680.897,9.692,0.179,Republic/Democracy,Africa
Ghana,2017,452,0.743,0.636,0.385,30222262,30695.392,10.147,0.143,Republic/Democracy,Africa
Ghana,2018,452,0.742,0.632,0.383,30870641,32525.605,10.531,0.179,Republic/Democracy,Africa
Ghana,2019,452,0.722,0.613,0.355,31522290,34111.996,10.82,0.125,Republic/Democracy,Africa
Ghana,2020,452,0.719,0.606,0.35,32180401,NA,NA,0.125,Republic/Democracy,Africa
Ghana,2021,452,0.665,0.56,0.327,32833031,NA,NA,0.125,Republic/Democracy,Africa
Ghana,2022,452,0.662,0.56,0.321,33475870,NA,NA,0.125,Republic/Democracy,Africa
Ghana,2023,452,0.664,0.561,0.32,NA,NA,NA,0.125,Republic/Democracy,Africa
Ghana,2024,452,0.669,0.567,0.32,NA,NA,NA,0.083,Republic/Democracy,Africa
South Africa,2000,560,0.743,0.628,0.521,46813266,93269.837,19.393,0,Republic/Democracy,Africa
South Africa,2001,560,0.743,0.628,0.519,47229714,96458.761,19.816,0,Republic/Democracy,Africa
South Africa,2002,560,0.743,0.628,0.517,47661514,100146.494,20.325,0,Republic/Democracy,Africa
South Africa,2003,560,0.743,0.627,0.515,48104048,104433.59,20.927,0,Republic/Democracy,Africa
South Africa,2004,560,0.759,0.637,0.524,48556071,109606.829,21.669,0,Republic/Democracy,Africa
South Africa,2005,560,0.77,0.647,0.53,49017147,115489.114,22.536,0.029,Republic/Democracy,Africa
South Africa,2006,560,0.768,0.648,0.528,49491756,121417.831,23.398,0.029,Republic/Democracy,Africa
South Africa,2007,560,0.768,0.651,0.528,49996094,126834.082,24.122,0.029,Republic/Democracy,Africa
South Africa,2008,560,0.766,0.648,0.523,50565812,130577.283,24.519,0.029,Republic/Democracy,Africa
South Africa,2009,560,0.767,0.65,0.521,51170779,132635.613,24.58,0.029,Republic/Democracy,Africa
South Africa,2010,560,0.77,0.662,0.522,51784921,136893.242,24.992,0.028,Republic/Democracy,Africa
South Africa,2011,560,0.77,0.658,0.518,52443325,140992.78,25.422,0.028,Republic/Democracy,Africa
South Africa,2012,560,0.772,0.661,0.52,53145033,143858.2,25.607,0.028,Republic/Democracy,Africa
South Africa,2013,560,0.76,0.645,0.506,53873616,146291.602,25.716,0.042,Republic/Democracy,Africa
South Africa,2014,560,0.752,0.637,0.501,54729551,147382.095,25.611,0.042,Republic/Democracy,Africa
South Africa,2015,560,0.755,0.649,0.503,55876504,146868.135,25.265,0.05,Republic/Democracy,Africa
South Africa,2016,560,0.752,0.646,0.501,56422274,147222.344,25.019,0.05,Republic/Democracy,Africa
South Africa,2017,560,0.743,0.627,0.495,56641209,148098.625,24.836,0.05,Republic/Democracy,Africa
South Africa,2018,560,0.747,0.639,0.497,57339635,148109.538,24.533,0.05,Republic/Democracy,Africa
South Africa,2019,560,0.721,0.617,0.473,58087055,147311.195,24.104,0.05,Republic/Democracy,Africa
South Africa,2020,560,0.723,0.606,0.461,58801927,NA,NA,0,Republic/Democracy,Africa
South Africa,2021,560,0.725,0.607,0.465,59392255,NA,NA,0,Republic/Democracy,Africa
South Africa,2022,560,0.713,0.605,0.458,59893885,NA,NA,0,Republic/Democracy,Africa
South Africa,2023,560,0.705,0.6,0.447,NA,NA,NA,0,Republic/Democracy,Africa
South Africa,2024,560,0.734,0.652,0.468,NA,NA,NA,0,Republic/Democracy,Africa
Japan,2000,740,0.845,0.77,0.555,126843000,1107800.12,81.458,0,Constitutional monarchy,Asia
Japan,2001,740,0.845,0.77,0.556,127149000,1111604.836,81.666,0,Constitutional monarchy,Asia
Japan,2002,740,0.845,0.77,0.556,127445000,1114867.34,81.855,0,Constitutional monarchy,Asia
Japan,2003,740,0.845,0.77,0.556,127718000,1126386.85,82.614,0,Constitutional monarchy,Asia
Japan,2004,740,0.845,0.77,0.556,127761000,1141673.305,83.665,0,Constitutional monarchy,Asia
Japan,2005,740,0.847,0.772,0.559,127773000,1151829.847,84.371,0.031,Constitutional monarchy,Asia
Japan,2006,740,0.852,0.777,0.562,127854000,1159111.143,84.983,0.031,Constitutional monarchy,Asia
Japan,2007,740,0.852,0.777,0.562,128001000,1161837.432,85.134,0.031,Constitutional monarchy,Asia
Japan,2008,740,0.857,0.781,0.563,128063000,1158764.637,84.761,0.031,Constitutional monarchy,Asia
Japan,2009,740,0.859,0.785,0.567,128047000,1145218.024,83.712,0.031,Constitutional monarchy,Asia
Japan,2010,740,0.857,0.783,0.566,128070000,1159487.331,84.66,0.031,Constitutional monarchy,Asia
Japan,2011,740,0.857,0.783,0.566,127833000,1167039.626,85.177,0.031,Constitutional monarchy,Asia
Japan,2012,740,0.85,0.776,0.564,127629000,1172182.982,85.758,0.031,Constitutional monarchy,Asia
Japan,2013,740,0.823,0.749,0.537,127445000,1173949.005,86.26,0.038,Constitutional monarchy,Asia
Japan,2014,740,0.823,0.747,0.537,127276000,1170203.1,86.254,0.038,Constitutional monarchy,Asia
Japan,2015,740,0.825,0.748,0.533,127141000,1161504.039,86.196,0.042,Constitutional monarchy,Asia
Japan,2016,740,0.825,0.748,0.533,127076000,1164975.406,86.69,0.042,Constitutional monarchy,Asia
Japan,2017,740,0.823,0.747,0.538,126972000,1180743.117,88.071,0.042,Constitutional monarchy,Asia
Japan,2018,740,0.84,0.76,0.545,126811000,1186901.195,88.681,0,Constitutional monarchy,Asia
Japan,2019,740,0.838,0.762,0.542,126633000,1188376.154,88.837,0,Constitutional monarchy,Asia
Japan,2020,740,0.836,0.748,0.541,126261000,NA,NA,0,Constitutional monarchy,Asia
Japan,2021,740,0.827,0.738,0.529,125681593,NA,NA,0,Constitutional monarchy,Asia
Japan,2022,740,0.823,0.738,0.528,125124989,NA,NA,0,Constitutional monarchy,Asia
Japan,2023,740,0.828,0.742,0.535,NA,NA,NA,0,Constitutional monarchy,Asia
Japan,2024,740,0.82,0.734,0.526,NA,NA,NA,0,Constitutional monarchy,Asia
Poland,2000,290,0.878,0.804,0.633,38258629,120828.268,29.451,0,Republic/Democracy,Europe
Poland,2001,290,0.878,0.804,0.635,38248076,124829.177,30.4,0,Republic/Democracy,Europe
Poland,2002,290,0.879,0.812,0.642,38230364,130161.386,31.71,0,Republic/Democracy,Europe
Poland,2003,290,0.879,0.812,0.642,38204570,134711.754,32.873,0,Republic/Democracy,Europe
Poland,2004,290,0.879,0.812,0.642,38182222,140729.725,34.329,0,Republic/Democracy,Europe
Poland,2005,290,0.881,0.814,0.645,38165445,147064.879,35.859,0,Republic/Democracy,Europe
Poland,2006,290,0.875,0.805,0.64,38141267,155192.713,37.837,0,Republic/Democracy,Europe
Poland,2007,290,0.873,0.804,0.639,38120560,164551.577,40.14,0,Republic/Democracy,Europe
Poland,2008,290,0.895,0.831,0.656,38125759,173259.766,42.196,0,Republic/Democracy,Europe
Poland,2009,290,0.895,0.831,0.654,38151603,180421.668,43.956,0,Republic/Democracy,Europe
Poland,2010,290,0.894,0.831,0.658,38042794,188178.975,45.85,0,Republic/Democracy,Europe
Poland,2011,290,0.894,0.833,0.647,38063255,195882.127,47.712,0,Republic/Democracy,Europe
Poland,2012,290,0.894,0.832,0.64,38063164,200320.169,48.953,0,Republic/Democracy,Europe
Poland,2013,290,0.891,0.827,0.639,38040196,204778.246,50.139,0,Republic/Democracy,Europe
Poland,2014,290,0.884,0.817,0.631,38011735,209370.362,51.412,0,Republic/Democracy,Europe
Poland,2015,290,0.875,0.779,0.616,37986412,212922.507,52.543,0,Republic/Democracy,Europe
Poland,2016,290,0.727,0.593,0.488,37970087,218965.504,54.123,0,Republic/Democracy,Europe
Poland,2017,290,0.697,0.544,0.46,37974826,228335.28,56.434,0,Republic/Democracy,Europe
Poland,2018,290,0.697,0.523,0.458,37974750,235504.283,58.228,0,Republic/Democracy,Europe
Poland,2019,290,0.681,0.508,0.445,37965475,238442.271,58.956,0,Republic/Democracy,Europe
Poland,2020,290,0.614,0.449,0.397,37899070,NA,NA,0,Republic/Democracy,Europe
Poland,2021,290,0.584,0.419,0.362,37747124,NA,NA,0,Republic/Democracy,Europe
Poland,2022,290,0.576,0.417,0.356,37561599,NA,NA,0,Republic/Democracy,Europe
Poland,2023,290,0.59,0.452,0.368,NA,NA,NA,0,Republic/Democracy,Europe
Poland,2024,290,0.729,0.616,0.487,NA,NA,NA,0,Republic/Democracy,Europe
Brazil,2000,140,0.857,0.717,0.594,175873720,378931.088,20.324,0.062,Republic/Democracy,Americas
Brazil,2001,140,0.857,0.717,0.594,178211881,384117.25,20.344,0.062,Republic/Democracy,Americas
Brazil,2002,140,0.858,0.72,0.596,180476685,390213.605,20.444,0.062,Republic/Democracy,Americas
Brazil,2003,140,0.856,0.724,0.608,182629278,399872.743,20.69,0.062,Republic/Democracy,Americas
Brazil,2004,140,0.856,0.724,0.608,184722043,416212.751,21.273,0.062,Republic/Democracy,Americas
Brazil,2005,140,0.873,0.78,0.658,186797334,435280.503,21.978,0.19,Republic/Democracy,Americas
Brazil,2006,140,0.874,0.778,0.658,188820682,458939.253,22.892,0.19,Republic/Democracy,Americas
Brazil,2007,140,0.869,0.773,0.654,190779453,487924.654,24.045,0.19,Republic/Democracy,Americas
Brazil,2008,140,0.869,0.773,0.652,192672317,516427.637,25.165,0.19,Republic/Democracy,Americas
Brazil,2009,140,0.869,0.773,0.652,194517549,539353.626,26.01,0.19,Republic/Democracy,Americas
Brazil,2010,140,0.872,0.778,0.649,196353492,573665.231,27.371,0.19,Republic/Democracy,Americas
Brazil,2011,140,0.876,0.786,0.648,198185302,602407.643,28.437,0.19,Republic/Democracy,Americas
Brazil,2012,140,0.872,0.782,0.637,199977707,617678.556,28.907,0.19,Republic/Democracy,Americas
Brazil,2013,140,0.876,0.786,0.636,201721767,627952.28,29.178,0.222,Republic/Democracy,Americas
Brazil,2014,140,0.877,0.784,0.633,203459650,626798.288,28.956,0.222,Republic/Democracy,Americas
Brazil,2015,140,0.863,0.772,0.616,205188205,609790.25,28.086,0.222,Republic/Democracy,Americas
Brazil,2016,140,0.782,0.662,0.524,206859578,586183.405,26.814,0.222,Republic/Democracy,Americas
Brazil,2017,140,0.778,0.647,0.505,208504960,579108.257,26.291,0.235,Republic/Democracy,Americas
Brazil,2018,140,0.753,0.617,0.487,210166592,576736.193,26.001,0.267,Republic/Democracy,Americas
Brazil,2019,140,0.698,0.543,0.442,211782878,567241.795,25.458,0.233,Republic/Democracy,Americas
Brazil,2020,140,0.699,0.54,0.448,213196304,NA,NA,0.2,Republic/Democracy,Americas
Brazil,2021,140,0.688,0.532,0.437,214326223,NA,NA,0.2,Republic/Democracy,Americas
Brazil,2022,140,0.699,0.545,0.449,215313498,NA,NA,0.214,Republic/Democracy,Americas
Brazil,2023,140,0.789,0.698,0.547,NA,NA,NA,0.214,Republic/Democracy,Americas
Brazil,2024,140,0.801,0.712,0.548,NA,NA,NA,0.208,Republic/Democracy,Americas
United States of America,2000,2,0.868,0.807,0.625,282162411,3591474.635,117.521,0,Republic/Democracy,Americas
United States of America,2001,2,0.821,0.761,0.588,284968955,3671109.644,118.912,0,Republic/Democracy,Americas
United States of America,2002,2,0.826,0.765,0.59,287625193,3738134.18,120.073,0,Republic/Democracy,Americas
United States of America,2003,2,0.859,0.795,0.619,290107933,3827943.989,121.91,0,Republic/Democracy,Americas
United States of America,2004,2,0.862,0.799,0.621,292805298,3942969.909,124.364,0,Republic/Democracy,Americas
United States of America,2005,2,0.861,0.801,0.621,295516599,4056444.433,126.724,0,Republic/Democracy,Americas
United States of America,2006,2,0.867,0.807,0.625,298379912,4133063.944,127.985,0,Republic/Democracy,Americas
United States of America,2007,2,0.897,0.841,0.651,301231207,4185541.747,128.343,0,Republic/Democracy,Americas
United States of America,2008,2,0.898,0.842,0.652,304093966,4193640.282,127.439,0,Republic/Democracy,Americas
United States of America,2009,2,0.902,0.85,0.656,306771529,4173487.429,125.791,0,Republic/Democracy,Americas
United States of America,2010,2,0.902,0.85,0.656,309327143,4220471.057,126.031,0,Republic/Democracy,Americas
United States of America,2011,2,0.9,0.848,0.654,311583481,4281379.388,126.679,0,Republic/Democracy,Americas
United States of America,2012,2,0.899,0.847,0.653,313877662,4355062.567,127.92,0,Republic/Democracy,Americas
United States of America,2013,2,0.902,0.85,0.656,316059947,4436710.397,129.498,0,Republic/Democracy,Americas
United States of America,2014,2,0.9,0.847,0.653,318386329,4511708.745,131.003,0,Republic/Democracy,Americas
United States of America,2015,2,0.9,0.848,0.654,320738994,4555767.002,132.423,0,Republic/Democracy,Americas
United States of America,2016,2,0.887,0.832,0.644,323071755,4664115.485,134.775,0.036,Republic/Democracy,Americas
United States of America,2017,2,0.827,0.745,0.593,325122128,4815059.495,138.542,0,Republic/Democracy,Americas
United States of America,2018,2,0.823,0.742,0.589,326838199,4940947.595,141.503,0,Republic/Democracy,Americas
United States of America,2019,2,0.812,0.735,0.579,328329953,5062048.078,144.274,0,Republic/Democracy,Americas
United States of America,2020,2,0.807,0.725,0.574,331511512,NA,NA,0,Republic/Democracy,Americas
United States of America,2021,2,0.821,0.752,0.583,332031554,NA,NA,0,Republic/Democracy,Americas
United States of America,2022,2,0.829,0.763,0.59,333287557,NA,NA,0,Republic/Democracy,Americas
United States of America,2023,2,0.843,0.771,0.603,NA,NA,NA,0,Republic/Democracy,Americas
United States of America,2024,2,0.84,0.748,0.599,NA,NA,NA,0,Republic/Democracy,Americas
Senegal,2000,433,0.676,0.513,0.402,9704287,5182.16,4.867,0.167,Republic/Democracy,Africa
Senegal,2001,433,0.604,0.437,0.382,9938027,5370.091,4.926,0.167,Republic/Democracy,Africa
Senegal,2002,433,0.688,0.531,0.429,10180950,5513.151,4.936,0.167,Republic/Democracy,Africa
Senegal,2003,433,0.688,0.531,0.429,10434504,5774.946,5.034,0.167,Republic/Democracy,Africa
Senegal,2004,433,0.688,0.531,0.429,10698691,6049.104,5.139,0.167,Republic/Democracy,Africa
Senegal,2005,433,0.688,0.531,0.429,10974057,6329.391,5.234,0.25,Republic/Democracy,Africa
Senegal,2006,433,0.688,0.531,0.427,11263387,6559.182,5.287,0.25,Republic/Democracy,Africa
Senegal,2007,433,0.674,0.52,0.416,11563869,6834.635,5.359,0.25,Republic/Democracy,Africa
Senegal,2008,433,0.669,0.516,0.41,11872929,7085.671,5.406,0.25,Republic/Democracy,Africa
Senegal,2009,433,0.669,0.515,0.409,12195029,7325.334,5.44,0.25,Republic/Democracy,Africa
Senegal,2010,433,0.683,0.529,0.416,12530121,7581.081,5.479,0.25,Republic/Democracy,Africa
Senegal,2011,433,0.683,0.529,0.415,12875880,7803.071,5.494,0.25,Republic/Democracy,Africa
Senegal,2012,433,0.692,0.535,0.424,13231833,8103.199,5.547,0.269,Republic/Democracy,Africa
Senegal,2013,433,0.725,0.58,0.447,13595566,8419.602,5.619,0.333,Republic/Democracy,Africa
Senegal,2014,433,0.729,0.584,0.447,13970308,8829.19,5.742,0.333,Republic/Democracy,Africa
Senegal,2015,433,0.729,0.588,0.446,14356181,9252.526,5.883,0.333,Republic/Democracy,Africa
Senegal,2016,433,0.728,0.579,0.461,14751356,9811.92,6.09,0.3,Republic/Democracy,Africa
Senegal,2017,433,0.701,0.555,0.455,15157793,10505.563,6.365,0.333,Republic/Democracy,Africa
Senegal,2018,433,0.694,0.542,0.452,15574909,11097.857,6.581,0.333,Republic/Democracy,Africa
Senegal,2019,433,0.7,0.544,0.456,16000781,11504.25,6.748,0.333,Republic/Democracy,Africa
Senegal,2020,433,0.742,0.574,0.48,16436120,NA,NA,0.333,Republic/Democracy,Africa
Senegal,2021,433,0.724,0.564,0.467,16876720,NA,NA,0.312,Republic/Democracy,Africa
Senegal,2022,433,0.695,0.539,0.448,17316449,NA,NA,0.357,Republic/Democracy,Africa
Senegal,2023,433,0.626,0.466,0.402,NA,NA,NA,0.333,Republic/Democracy,Africa
Senegal,2024,433,0.617,0.462,0.397,NA,NA,NA,0.3,Republic/Democracy,Africa
Argentina,2000,160,0.836,0.676,0.579,37070774,142283.407,35.88,0,Republic/Democracy,Americas
Argentina,2001,160,0.835,0.682,0.578,37480493,136861.895,34.16,0,Republic/Democracy,Americas
Argentina,2002,160,0.825,0.666,0.57,37885028,128579.79,31.951,0,Republic/Democracy,Americas
Argentina,2003,160,0.81,0.645,0.56,38278164,132797.324,32.676,0,Republic/Democracy,Americas
Argentina,2004,160,0.804,0.641,0.552,38668796,141979.662,34.531,0,Republic/Democracy,Americas
Argentina,2005,160,0.801,0.632,0.549,39070501,153105.727,36.84,0.036,Republic/Democracy,Americas
Argentina,2006,160,0.789,0.621,0.539,39476851,164239.649,39.149,0.036,Republic/Democracy,Americas
Argentina,2007,160,0.784,0.617,0.536,39876111,175394.038,41.325,0.036,Republic/Democracy,Americas
Argentina,2008,160,0.765,0.593,0.524,40273769,183545.638,42.784,0.036,Republic/Democracy,Americas
Argentina,2009,160,0.764,0.594,0.52,40684338,185920.005,42.92,0.036,Republic/Democracy,Americas
Argentina,2010,160,0.761,0.591,0.512,40788453,196599.059,44.854,0.036,Republic/Democracy,Americas
Argentina,2011,160,0.762,0.588,0.511,41261490,205414.912,46.333,0.036,Republic/Democracy,Americas
Argentina,2012,160,0.766,0.589,0.515,41733271,208311.821,46.477,0.036,Republic/Democracy,Americas
Argentina,2013,160,0.774,0.594,0.521,42202935,210111.659,46.377,0.042,Republic/Democracy,Americas
Argentina,2014,160,0.786,0.604,0.53,42669500,206928.428,45.363,0.042,Republic/Democracy,Americas
Argentina,2015,160,0.776,0.601,0.523,43131966,203685.3,44.416,0.042,Republic/Democracy,Americas
Argentina,2016,160,0.753,0.616,0.503,43590368,201789.897,43.719,0.042,Republic/Democracy,Americas
Argentina,2017,160,0.754,0.612,0.504,44044811,204337.516,43.878,0.042,Republic/Democracy,Americas
Argentina,2018,160,0.783,0.637,0.521,44494502,203881.834,43.409,0.042,Republic/Democracy,Americas
Argentina,2019,160,0.788,0.626,0.525,44938712,202247.286,42.896,0.042,Republic/Democracy,Americas
Argentina,2020,160,0.805,0.644,0.543,45376763,NA,NA,0,Republic/Democracy,Americas
Argentina,2021,160,0.797,0.64,0.539,45808747,NA,NA,0,Republic/Democracy,Americas
Argentina,2022,160,0.832,0.661,0.565,46234830,NA,NA,0,Republic/Democracy,Americas
Argentina,2023,160,0.838,0.695,0.57,NA,NA,NA,0,Republic/Democracy,Americas
Argentina,2024,160,0.712,0.553,0.461,NA,NA,NA,0,Republic/Democracy,Americas
India,2000,750,0.728,0.581,0.478,1059633675,707408.55,6.416,0,Republic/Democracy,Asia
India,2001,750,0.728,0.581,0.478,1078970907,746691.12,6.654,0,Republic/Democracy,Asia
India,2002,750,0.731,0.581,0.48,1098313039,785504.812,6.886,0,Republic/Democracy,Asia
India,2003,750,0.732,0.582,0.487,1117415123,840645.415,7.247,0,Republic/Democracy,Asia
India,2004,750,0.73,0.579,0.481,1136264583,905582.409,7.678,0,Republic/Democracy,Asia
India,2005,750,0.72,0.57,0.476,1154638713,980366.464,8.185,0,Republic/Democracy,Asia
India,2006,750,0.722,0.571,0.478,1172373788,1061969.848,8.727,0,Republic/Democracy,Asia
India,2007,750,0.722,0.571,0.476,1189691809,1147634.156,9.284,0,Republic/Democracy,Asia
India,2008,750,0.722,0.571,0.476,1206734806,1228164.245,9.8,0,Republic/Democracy,Asia
India,2009,750,0.69,0.545,0.454,1223640160,1325190.994,10.414,0,Republic/Democracy,Asia
India,2010,750,0.672,0.539,0.443,1240613620,1433046.518,11.109,0,Republic/Democracy,Asia
India,2011,750,0.672,0.536,0.443,1257621191,1530767.43,11.71,0,Republic/Democracy,Asia
India,2012,750,0.66,0.525,0.435,1274487215,1619520.687,12.23,0,Republic/Democracy,Asia
India,2013,750,0.658,0.525,0.432,1291132063,1707596.081,12.748,0,Republic/Democracy,Asia
India,2014,750,0.622,0.492,0.386,1307246509,1808355.857,13.365,0,Republic/Democracy,Asia
India,2015,750,0.546,0.422,0.333,1322866505,1908329.688,13.992,0,Republic/Democracy,Asia
India,2016,750,0.526,0.405,0.316,1338636340,2025217.003,14.682,0,Republic/Democracy,Asia
India,2017,750,0.481,0.366,0.296,1354195680,2127623.783,15.262,0,Republic/Democracy,Asia
India,2018,750,0.476,0.36,0.29,1369003306,2223466.703,15.794,0,Republic/Democracy,Asia
India,2019,750,0.431,0.322,0.27,1383112050,2286924.969,16.082,0,Republic/Democracy,Asia
India,2020,750,0.394,0.293,0.251,1396387127,NA,NA,0,Republic/Democracy,Asia
India,2021,750,0.397,0.31,0.256,1407563842,NA,NA,0,Republic/Democracy,Asia
India,2022,750,0.388,0.293,0.253,1417173173,NA,NA,0,Republic/Democracy,Asia
India,2023,750,0.373,0.273,0.234,NA,NA,NA,0.091,Republic/Democracy,Asia
India,2024,750,0.398,0.291,0.248,NA,NA,NA,0.05,Republic/Democracy,Asia
